* Measurement data measured by REW V5.31.3
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS with no timing reference
* Dated: 11 févr. 2025 00:11:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: R févr. 11
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
165.841752 -105.338 -122.4219
167.043510 -105.907 24.9573
168.253976 -105.978 23.9264
169.473213 -105.531 59.6068
170.701286 -104.924 95.4099
171.938258 -104.356 97.7548
173.184194 -104.209 89.6348
174.439158 -104.767 74.0392
175.703216 -105.162 55.9512
176.976434 -105.030 -67.7410
178.258878 -104.860 -155.3201
179.550615 -104.724 -154.3813
180.851713 -104.519 -154.2927
182.162239 -103.657 -132.4875
183.482262 -102.023 -112.2650
184.811850 -100.303 -97.0020
186.151073 -98.904 -84.5739
187.500000 -98.076 152.8660
188.858702 -97.732 131.3069
190.227250 -98.038 117.7531
191.605715 -99.587 89.8346
192.994169 -101.848 77.1838
194.392685 -102.859 45.5737
195.801334 -102.496 32.5309
197.220191 -101.975 51.5753
198.649330 -101.782 72.8162
200.088825 -102.092 80.9313
201.538751 -102.874 -83.0264
202.999184 -103.364 -60.4047
204.470200 -102.880 -30.9230
205.951875 -101.831 31.4509
207.444287 -101.263 52.2468
208.947514 -101.408 45.8998
210.461634 -101.069 87.1398
211.986726 -100.034 147.1337
213.522869 -99.521 -78.5781
215.070144 -100.159 -106.1482
216.628631 -101.664 54.9554
218.198411 -103.244 31.0825
219.779567 -104.415 -50.9144
221.372180 -104.714 -161.7969
222.976334 -103.564 167.9360
224.592112 -102.026 -7.4874
226.219600 -101.470 -58.9257
227.858880 -102.002 -117.4626
229.510039 -102.161 175.5916
231.173164 -101.299 122.9575
232.848340 -100.544 36.9071
234.535655 -100.702 -17.4440
236.235197 -102.257 -60.2988
237.947054 -104.925 -117.5067
239.671317 -107.709 -172.6998
241.408074 -109.330 151.7133
243.157416 -109.491 118.1970
244.919435 -109.294 47.6364
246.694223 -108.739 41.8207
248.481871 -107.711 55.5205
250.282473 -106.958 40.9328
252.096123 -106.552 17.9187
253.922915 -105.470 88.1727
255.762945 -103.477 119.1194
257.616309 -102.026 88.7079
259.483103 -102.051 63.4245
261.363424 -103.515 48.7944
263.257372 -105.055 78.8167
265.165043 -105.079 91.7924
267.086538 -104.786 66.1811
269.021957 -105.426 44.6468
270.971401 -106.366 164.1227
272.934972 -106.237 165.4633
274.912771 -104.547 132.1685
276.904902 -101.923 -16.3795
278.911469 -99.869 -26.7921
280.932577 -99.287 -32.7703
282.968330 -100.278 -30.6874
285.018835 -102.488 -16.9652
287.084199 -105.443 -4.3964
289.164530 -108.354 11.5902
291.259935 -109.862 25.0371
293.370525 -109.936 30.4603
295.496408 -109.594 37.7590
297.637697 -108.817 22.6945
299.794503 -107.147 -61.6938
301.966937 -105.197 -55.5663
304.155114 -104.085 -34.1131
306.359147 -104.216 -1.6874
308.579152 -105.258 38.9704
310.815244 -106.523 71.6387
313.067539 -107.150 -156.9244
315.336156 -107.353 68.7217
317.621211 -107.760 65.2756
319.922826 -108.278 89.7846
322.241118 -108.326 114.4513
324.576210 -107.627 -43.4175
326.928223 -107.092 -51.7076
329.297280 -107.306 -35.4748
331.683504 -108.118 -7.3046
334.087019 -109.407 32.8416
336.507952 -110.525 32.5815
338.946427 -110.723 35.0395
341.402572 -110.474 149.3926
343.876516 -110.503 145.1133
346.368387 -110.536 135.5422
348.878315 -110.352 125.5806
351.406431 -110.211 97.7652
353.952867 -110.407 78.0467
356.517756 -110.766 2.2875
359.101230 -110.775 -94.3131
361.703426 -110.795 -89.6803
364.324478 -111.041 -46.0132
366.964523 -110.779 37.0667
369.623699 -110.016 46.3190
372.302145 -109.503 24.0728
375.000000 -109.559 -73.4729
377.717405 -110.005 -159.7100
380.454501 -110.332 175.2708
383.211431 -110.122 -179.1599
385.988339 -109.661 157.4554
388.785369 -109.500 -8.7051
391.602668 -109.486 -149.0282
394.440383 -109.504 -173.7570
397.298660 -109.759 148.5247
400.177650 -109.950 20.8283
403.077502 -109.827 -64.8622
405.998368 -109.850 -58.2919
408.940400 -110.129 -49.5010
411.903750 -109.835 -34.2979
414.888575 -108.753 -55.3819
417.895028 -107.892 175.0483
420.923268 -107.780 105.1221
423.973452 -108.053 112.3728
427.045738 -108.311 95.3462
430.140287 -108.442 45.7913
433.257261 -108.470 56.2476
436.396822 -108.717 13.5803
439.559133 -109.237 -45.8695
442.744360 -109.521 -7.1428
445.952668 -109.121 25.2256
449.184225 -108.649 45.1163
452.439199 -108.461 91.2312
455.717760 -108.407 79.0651
459.020079 -108.483 117.7278
462.346327 -108.834 160.0001
465.696680 -109.144 159.5013
469.071310 -109.040 139.5933
472.470394 -109.006 91.0295
475.894109 -109.108 15.7859
479.342634 -109.188 -10.6849
482.816148 -109.439 4.8712
486.314833 -109.413 52.3311
489.838871 -109.095 57.6384
493.388445 -109.204 62.9226
496.963741 -109.915 77.1606
500.564945 -110.840 84.3964
504.192245 -111.212 -148.0978
507.845830 -110.615 -132.1909
511.525890 -109.616 -21.9522
515.232618 -108.952 3.0266
518.966206 -108.941 8.2965
522.726849 -109.201 23.3483
526.514743 -109.246 11.0441
530.330086 -109.302 36.4177
534.173076 -109.711 9.2891
538.043915 -110.223 -72.7887
541.942803 -110.443 -13.2153
545.869944 -110.343 -41.8149
549.825542 -109.895 160.3140
553.809805 -109.095 51.0372
557.822939 -108.548 -10.9667
561.865154 -108.728 -49.0321
565.936660 -109.327 -19.0509
570.037671 -110.011 -32.4008
574.168399 -110.318 -127.9808
578.329060 -110.432 -137.1533
582.519870 -110.614 -178.8561
586.741049 -110.333 68.3865
590.992817 -109.724 23.0215
595.275394 -109.024 167.2852
599.589005 -108.293 172.5247
603.933874 -107.316 43.4681
608.310228 -106.447 22.5277
612.718295 -106.699 30.4320
617.158304 -108.174 44.4440
621.630488 -109.833 101.8667
626.135079 -110.525 -179.5157
630.672311 -110.236 85.7731
635.242423 -110.077 48.1501
639.845651 -110.623 58.4248
644.482237 -110.990 115.1859
649.152421 -110.257 102.9445
653.856447 -109.256 99.1604
658.594560 -108.704 62.4236
663.367008 -108.604 -76.7974
668.174039 -108.945 -104.4148
673.015903 -109.365 107.1445
677.892854 -109.737 80.8124
682.805145 -110.099 39.5424
687.753032 -110.409 50.3750
692.736774 -110.509 66.1783
697.756631 -109.949 63.6093
702.812863 -108.883 44.0333
707.905735 -108.466 27.1489
713.035511 -108.893 16.9938
718.202461 -109.037 30.7466
723.406852 -108.241 30.9940
728.648956 -107.525 13.9891
733.929047 -107.747 -30.5548
739.247399 -108.380 -55.1670
744.604290 -108.833 -43.6885
750.000000 -109.006 133.9858
755.434809 -109.206 110.1090
760.909001 -109.263 41.9468
766.422861 -109.209 -10.4658
771.976677 -109.212 -30.8239
777.570739 -109.313 -103.8540
783.205337 -109.731 -154.0383
788.880766 -110.043 117.1567
794.597321 -109.908 46.5925
800.355301 -109.836 15.6086
806.155005 -109.820 24.2859
811.996736 -109.493 95.0017
817.880799 -109.070 143.5649
823.807501 -108.981 -179.2944
829.777150 -109.033 -67.7855
835.790057 -109.008 -14.1163
841.846536 -109.143 -9.5664
847.946903 -109.351 -24.2236
854.091476 -109.462 -34.4744
860.280575 -109.793 -64.8445
866.514523 -110.219 -84.3906
872.793644 -110.181 -142.8599
879.118267 -109.900 132.2559
885.488720 -109.999 146.4001
891.905336 -110.282 166.8921
898.368450 -110.458 152.0139
904.878398 -110.485 126.0090
911.435520 -110.175 134.2593
918.040157 -109.799 -123.8452
924.692655 -109.710 -45.9541
931.393359 -109.725 -18.4014
938.142619 -109.625 -31.5868
944.940787 -109.420 -52.6787
951.788218 -109.429 -81.1309
958.685268 -109.351 144.9814
965.632296 -109.127 64.5337
972.629666 -109.108 61.4563
979.677741 -108.961 74.0854
986.776890 -108.591 -118.1284
993.927482 -108.746 -106.7263
1001.129891 -109.298 -128.0254
1008.384491 -109.235 130.4219
1015.691660 -109.008 145.0039
1023.051781 -109.186 -83.9001
1030.465236 -109.451 16.4694
1037.932411 -109.811 74.5803
1045.453698 -110.042 172.2003
1053.029486 -109.656 -157.6874
1060.660172 -109.357 -156.0643
1068.346153 -109.262 -131.1232
1076.087829 -109.068 -95.8022
1083.885605 -108.921 -117.4867
1091.739887 -108.709 145.2877
1099.651084 -108.663 114.5610
1107.619609 -108.929 93.3395
1115.645878 -108.945 90.7089
1123.730308 -108.755 52.3466
1131.873321 -109.163 -27.7706
1140.075341 -109.590 -1.4807
1148.336797 -109.383 70.2258
1156.658119 -109.193 110.2932
1165.039741 -108.786 -115.2767
1173.482099 -108.502 -98.3315
1181.985634 -108.754 -83.0471
1190.550789 -108.629 40.6750
1199.178011 -108.383 67.1873
1207.867749 -108.430 91.4004
1216.620457 -108.250 123.3174
1225.436590 -108.446 160.3826
1234.316609 -109.133 169.9767
1243.260976 -109.767 156.6638
1252.270157 -110.026 -168.7817
1261.344623 -109.575 -79.1522
1270.484846 -108.745 -33.6661
1279.691303 -108.078 26.3118
1288.964474 -107.649 119.3860
1298.304842 -107.466 144.7559
1307.712894 -107.404 118.5831
1317.189120 -107.555 138.6803
1326.734016 -107.671 -105.9838
1336.348077 -107.679 -56.3257
1346.031806 -108.082 4.7272
1355.785708 -108.712 52.6264
1365.610290 -109.079 105.2789
1375.506065 -109.064 -33.5566
1385.473549 -109.015 -40.7780
1395.513261 -109.056 -13.0220
1405.625726 -108.950 24.0953
1415.811469 -108.846 40.3790
1426.071023 -108.711 15.5691
1436.404921 -108.781 -3.8260
1446.813703 -108.908 -11.9694
1457.297912 -108.808 8.1289
1467.858093 -108.455 12.6497
1478.494798 -108.281 28.2104
1489.208581 -108.530 15.4677
1500.000000 -108.664 13.3399
1510.869618 -108.421 29.8658
1521.818002 -107.999 -17.0948
1532.845723 -108.117 6.2128
1543.953355 -108.489 37.6606
1555.141477 -108.464 69.3199
1566.410674 -108.270 25.7466
1577.761531 -108.299 -12.2155
1589.194642 -108.341 -32.6190
1600.710601 -108.426 -47.5361
1612.310010 -108.883 -54.8040
1623.993473 -109.450 169.2795
1635.761599 -109.380 144.1750
1647.615002 -109.082 132.5488
1659.554299 -108.948 59.2991
1671.580114 -108.629 16.9873
1683.693072 -108.105 -64.7601
1695.893807 -107.780 -85.6685
1708.182952 -107.806 26.5439
1720.561150 -108.094 63.1406
1733.029045 -108.701 98.8474
1745.587288 -109.237 127.8774
1758.236533 -109.291 144.6643
1770.977440 -109.089 111.9050
1783.810673 -108.887 -38.3168
1796.736900 -108.876 -69.5560
1809.756796 -109.094 -82.1472
1822.871040 -109.454 -66.1266
1836.080315 -109.587 -4.2295
1849.385310 -109.463 63.6758
1862.786718 -109.336 8.9027
1876.285239 -109.141 -9.5118
1889.881575 -108.933 -17.7058
1903.576436 -108.749 -24.2920
1917.370535 -108.895 -46.9646
1931.264593 -109.402 -39.7782
1945.259332 -109.889 -21.5155
1959.355483 -109.979 -5.1162
1973.553781 -109.836 -1.7300
1987.854965 -109.568 -29.9913
2002.259781 -109.125 -30.4907
2016.768981 -108.900 -32.7034
2031.383320 -108.914 -153.6094
2046.103561 -109.023 -153.9572
2060.930471 -109.132 3.9188
2075.864823 -109.291 -28.9277
2090.907395 -109.596 -92.7239
2106.058972 -109.798 -101.7189
2121.320344 -109.871 -105.5325
2136.692305 -109.828 -119.5277
2152.175658 -109.366 -152.4539
2167.771210 -108.924 140.5438
2183.479774 -108.966 119.9890
2199.302169 -109.046 -55.5707
2215.239219 -108.647 40.7717
2231.291755 -108.208 58.9512
2247.460615 -108.133 43.4677
2263.746641 -108.411 -133.7694
2280.150683 -108.662 -126.3236
2296.673595 -108.835 6.7942
2313.316238 -108.844 10.1389
2330.079481 -108.924 4.9999
2346.964198 -109.309 59.5255
2363.971268 -109.672 90.2979
2381.101578 -109.584 139.1395
2398.356022 -109.246 179.4222
2415.735498 -109.215 -126.0845
2433.240913 -109.577 122.8630
2450.873180 -109.823 141.6287
2468.633217 -109.741 100.9861
2486.521951 -109.478 67.8195
2504.540314 -109.560 166.1157
2522.689246 -110.043 -115.0100
2540.969692 -110.268 13.3459
2559.382606 -110.215 14.3099
2577.928947 -110.254 -50.0620
2596.609683 -110.211 -67.4492
2615.425787 -110.010 -46.1790
2634.378241 -110.000 -91.6158
2653.468031 -110.023 -119.2426
2672.696154 -109.872 -134.9171
2692.063613 -109.849 -159.6229
2711.571415 -109.877 -162.2115
2731.220579 -109.907 -97.7762
2751.012130 -109.777 -49.7909
2770.947098 -109.635 -24.9097
2791.026522 -109.528 -6.2242
2811.251451 -109.382 56.1493
2831.622938 -109.348 64.6367
2852.142045 -109.577 45.8767
2872.809842 -109.797 47.0696
2893.627406 -109.612 100.6725
2914.595823 -109.070 161.9495
2935.716186 -108.680 142.6810
2956.989596 -108.567 107.3796
2978.417161 -108.307 -151.5374
3000.000000 -108.242 -126.4520
3021.739237 -108.736 -55.6904
3043.636005 -109.313 21.4418
3065.691446 -109.584 -34.6277
3087.906710 -109.809 -34.2288
3110.282955 -110.127 -31.2692
3132.821347 -110.030 -8.9210
3155.523062 -109.673 -104.2110
3178.389283 -109.570 -109.8304
3201.421202 -109.760 -151.7946
3224.620020 -109.884 152.1426
3247.986946 -109.569 -174.7656
3271.523198 -109.060 -120.9427
3295.230004 -108.901 -70.6057
3319.108599 -109.046 -71.3803
3343.160228 -109.328 -55.8194
3367.386145 -109.687 -11.7936
3391.787613 -109.837 4.1385
3416.365904 -109.890 -3.3662
3441.122300 -109.736 -18.5500
3466.058091 -109.414 -18.3759
3491.174576 -109.288 -32.5416
3516.473066 -109.142 -83.6571
3541.954880 -108.949 -71.5470
3567.621345 -108.879 -24.6778
3593.473800 -108.964 -18.4880
3619.513592 -109.043 -175.1378
3645.742080 -108.976 34.6498
3672.160630 -108.644 -1.7422
3698.770620 -108.412 21.0027
3725.573436 -108.546 103.7668
3752.570477 -108.754 143.1259
3779.763150 -108.818 129.0073
3807.152872 -108.968 64.5872
3834.741071 -109.001 3.8273
3862.529185 -108.949 -40.3512
3890.518664 -108.992 -36.3711
3918.710966 -109.111 22.7335
3947.107561 -109.082 52.4014
3975.709929 -108.765 76.7871
4004.519563 -108.475 103.4077
4033.537962 -108.405 114.8372
4062.766641 -108.426 124.2599
4092.207123 -108.333 148.0878
4121.860942 -108.369 24.2645
4151.729646 -108.665 24.8811
4181.814790 -108.959 42.4868
4212.117944 -109.112 -116.0830
4242.640687 -109.122 -115.4905
4273.384610 -108.938 173.9250
4304.351317 -108.896 126.5879
4335.542421 -108.963 96.1149
4366.959549 -108.824 121.0093
4398.604338 -108.560 -134.6531
4430.478438 -108.379 -54.9125
4462.583511 -108.183 -8.4711
4494.921231 -108.046 -3.3538
4527.493283 -108.090 48.0422
4560.301365 -108.091 131.2180
4593.347189 -108.135 147.4666
4626.632476 -108.410 125.2109
4660.158962 -108.672 -26.9612
4693.928395 -108.768 -26.0139
4727.942535 -108.784 -17.0712
4762.203156 -108.882 15.5464
4796.712043 -109.032 45.0557
4831.470996 -108.915 49.8627
4866.481826 -108.756 -17.4241
4901.746360 -108.832 -113.2759
4937.266434 -108.871 -135.5522
4973.043902 -108.621 -125.1099
5009.080628 -108.212 -114.2714
5045.378492 -108.091 -137.0500
5081.939384 -108.419 -151.8242
5118.765212 -108.686 -166.4900
5155.857894 -108.338 152.4106
5193.219366 -107.597 123.0677
5230.851574 -107.261 99.2598
5268.756481 -107.714 89.7111
5306.936062 -108.502 89.4436
5345.392309 -108.773 68.7441
5384.127225 -108.521 67.6708
5423.142830 -108.373 79.5359
5462.441159 -108.387 138.6835
5502.024259 -108.284 -54.8817
5541.894195 -108.256 -27.2961
5582.053045 -108.190 163.1202
5622.502902 -107.998 155.8721
5663.245876 -107.944 178.7107
5704.284090 -107.991 10.1797
5745.619684 -107.954 38.4724
5787.254813 -107.818 47.1245
5829.191647 -107.943 51.1887
5871.432373 -107.922 16.9426
5913.979192 -107.382 23.2350
5956.834323 -106.823 24.1892
6000.000000 -106.788 10.5367
6043.478473 -107.204 10.0162
6087.272010 -107.574 -2.9833
6131.382892 -107.847 -59.2297
6175.813420 -107.430 -29.4763
6220.565910 -105.903 -36.6014
6265.642695 -102.167 83.5271
6311.046124 -95.598 93.7192
6356.778566 -87.159 -153.4872
6402.842404 -78.043 -140.3103
6449.240040 -68.876 -167.7742
6495.973891 -59.965 135.8522
6543.046396 -51.511 115.8799
6590.460007 -43.695 111.1229
6638.217197 -36.710 104.5216
6686.320456 -30.779 84.3899
6734.772290 -26.117 -5.8326
6783.575226 -22.728 25.3562
6832.731809 -19.780 39.7585
6882.244600 -16.092 18.6868
6932.116181 -12.341 21.8513
6982.349153 -9.318 12.1404
7032.946133 -6.996 30.3801
7083.909760 -5.729 49.2933
7135.242690 -5.074 76.1613
7186.947600 -4.016 113.2314
7239.027185 -2.622 75.4609
7291.484160 -0.920 95.3937
7344.321260 0.964 130.7507
7397.541239 2.318 89.0730
7451.146872 3.228 3.1663
7505.140954 3.677 2.5704
7559.526299 4.062 24.4773
7614.305743 4.984 25.3998
7669.482141 6.599 21.0378
7725.058371 8.138 0.3475
7781.037328 9.669 -13.2703
7837.421932 11.270 -70.4943
7894.215122 12.373 -117.9431
7951.419859 13.194 -97.5658
8009.039125 14.366 -56.4237
8067.075924 15.735 -58.2924
8125.533282 16.677 -69.9728
8184.414245 17.169 -64.8994
8243.721885 18.048 -55.8977
8303.459292 18.990 -73.6708
8363.629581 19.614 140.4918
8424.235888 20.825 121.2428
8485.281374 22.151 123.3870
8546.769221 22.868 154.4672
8608.702634 22.763 -68.4171
8671.084842 22.427 -52.9746
8733.919097 22.347 2.7528
8797.208675 21.818 76.8794
8860.956876 21.199 51.2552
8925.167022 21.212 -11.1584
8989.842461 21.460 -156.1143
9054.986566 21.587 -174.0245
9120.602731 21.669 178.2692
9186.694378 20.962 -156.9115
9253.264952 19.749 -6.5697
9320.317925 18.606 38.0940
9387.856790 17.839 69.2490
9455.885071 17.624 76.8557
9524.406312 17.717 57.8488
9593.424086 18.321 68.4060
9662.941992 19.026 86.4333
9732.963653 19.328 153.6365
9803.492719 19.580 111.0254
9874.532869 19.722 84.3276
9946.087805 19.648 163.9574
10018.161257 19.546 177.4946
10090.756983 19.423 -109.1669
10163.878768 19.382 -121.4888
10237.530423 19.411 -120.8188
10311.715789 19.157 -97.0122
10386.438732 19.028 -97.0752
10461.703149 19.433 178.0851
10537.512962 20.156 -164.9556
10613.872125 21.685 -134.4668
10690.784618 23.470 103.4266
10768.254450 24.513 83.0253
10846.285661 25.087 119.0121
10924.882318 25.467 -147.0399
11004.048518 26.340 -129.6482
11083.788390 27.319 -136.4108
11164.106090 27.858 -122.5081
11245.005805 27.832 -100.4510
11326.491752 27.504 -93.1016
11408.568180 27.403 -167.3101
11491.239368 27.128 163.7040
11574.509626 26.265 110.4756
11658.383294 25.161 9.4664
11742.864745 24.611 100.7040
11827.958384 24.395 176.5546
11913.668646 23.742 -161.9639
12000.000000 22.889 -162.2490
12086.956947 22.479 -125.7136
12174.544019 22.589 -100.7946
12262.765784 22.629 -98.3280
12351.626840 22.436 -51.1272
12441.131819 22.063 -66.9625
12531.285389 21.670 -106.5344
12622.092249 21.740 -164.1096
12713.557132 22.123 -173.0076
12805.684808 22.373 47.9972
12898.480079 22.352 39.5337
12991.947783 21.982 52.2046
13086.092792 21.575 175.2616
13180.920015 21.682 -121.7322
13276.434395 22.304 164.3871
13372.640911 23.209 117.8413
13469.544580 24.169 87.0134
13567.150452 25.025 81.2540
13665.463617 26.089 89.4834
13764.489200 27.107 66.5530
13864.232362 27.580 16.1538
13964.698305 27.801 -24.1412
14065.892266 28.094 -59.8962
14167.819519 28.291 -78.6091
14270.485380 28.163 -54.1423
14373.895200 27.905 4.9464
14478.054370 27.494 30.1490
14582.968320 26.915 63.1985
14688.642520 26.171 26.5532
14795.082478 25.396 -91.9005
14902.293745 24.650 -160.5618
15010.281908 23.835 170.4452
15119.052599 23.097 166.9020
15228.611486 22.966 41.4032
15338.964283 23.373 31.6213
15450.116741 23.878 49.1631
15562.074656 24.298 45.7142
15674.843864 24.405 12.5640
15788.430244 24.276 -1.7755
15902.839718 23.835 -37.4971
16018.078250 23.486 -86.5347
16134.151848 23.991 -41.5659
16251.066563 25.369 -41.2489
16368.828491 26.948 -67.0596
16487.443769 28.070 100.3933
16606.918584 28.773 33.4746
16727.259161 29.408 23.6732
16848.471777 29.873 48.5438
16970.562748 29.816 -79.2085
17093.538442 29.304 -101.1733
17217.405268 28.598 -119.6597
17342.169684 28.079 -135.9355
17467.838194 27.254 -157.5967
17594.417350 26.095 170.7639
17721.913751 25.327 128.6580
17850.334044 25.172 88.8191
17979.684923 25.187 14.2681
18109.973131 25.305 0.9075
18241.205462 25.514 12.8601
18373.388756 25.308 12.5732
18506.529905 24.934 12.4597
18640.635849 24.535 20.3223
18775.713581 24.451 10.1831
18911.770141 25.137 27.9966
19048.812624 26.309 73.5449
19186.848172 27.455 62.6680
19325.883983 28.231 49.3525
19465.927305 28.815 13.5576
19606.985439 29.337 -41.5471
19749.065738 29.863 -29.8381
19892.175609 30.151 -11.8743
20036.322514 30.175 0.6316
